"","SID","Age","Sex","Experimenter","Entered.by","Language","Exclude","Exclude_reason","Knower_level","Counterbalance","Condition","Task","Trial_number","Task_item","Response","Correct","Counting.Number.language","Notes","CP_subset","Numerosity"
"417","020720-TS",3.956194387,"F","AMB","AMB","English",0,"","3","A","SHARING","Set-matching","2",4,"3","0","0","","Subset","Small"
"418","020720-TS",3.956194387,"F","AMB","AMB","English",0,"","3","A","SHARING","Set-matching","3",10,"7","0","0","","Subset","Large"
"419","020720-TS",3.956194387,"F","AMB","AMB","English",0,"","3","A","SHARING","Set-matching","4",6,"11","0","0","","Subset","Large"
"420","020720-TS",3.956194387,"F","AMB","AMB","English",0,"","3","A","SHARING","Set-matching","5",8,"11","0","0","","Subset","Large"
"421","020720-CVC",5.453798768,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"422","020720-CVC",5.453798768,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","2",4,"4","1","0","","CP","Small"
"423","020720-CVC",5.453798768,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","3",10,"9","0","0","","CP","Large"
"424","020720-CVC",5.453798768,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","4",6,"6","1","0","","CP","Large"
"425","020720-CVC",5.453798768,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","5",8,"8","1","0","","CP","Large"
"426","020720-SJ",4.34770705,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"427","020720-SJ",4.34770705,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","2",4,"4","1","0","","CP","Small"
"428","020720-SJ",4.34770705,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","3",10,"12","0","0","","CP","Large"
"429","020720-SJ",4.34770705,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","4",6,"11","0","0","","CP","Large"
"430","020720-SJ",4.34770705,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","5",8,"12","0","0","","CP","Large"
"431","020720-PT",4.640657084,"F","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"432","020720-PT",4.640657084,"F","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","2",4,"4","1","0","","CP","Small"
"433","020720-PT",4.640657084,"F","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","3",10,"10","1","0","","CP","Large"
"434","020720-PT",4.640657084,"F","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","4",6,"6","1","0","","CP","Large"
"435","020720-PT",4.640657084,"F","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","5",8,"8","1","0","","CP","Large"
